GSM311598	GSM311599	GSM311600	GSM311601	GSM311602	GSM311603	GSM311604	GSM311605	GSM311606	GSM311607	GSM311608	GSM311609	GSM311610	GSM311611	GSM311612	GSM311613	GSM311614	GSM311615	GSM311616	GSM311617	GSM311618	GSM311619	GSM311620	GSM311621	GSM311622	GSM311623	GSM311624	GSM311625	GSM311626	GSM311627	GSM311628	GSM311629	GSM311630	GSM311631	GSM311632	GSM311633	GSM311634	GSM311635	GSM311636	GSM311637	GSM311638	GSM311639	GSM311640	GSM311641	GSM311642	GSM311643	GSM311644	GSM311645	GSM311646	GSM311647	GSM311648	GSM311649	GSM311650	GSM311651	GSM311652	GSM311653	GSM311654	GSM311655	GSM311656	GSM311657	GSM311658	GSM311659	GSM311660	GSM311661	GSM311662	GSM311663	GSM311664	GSM311665	GSM311666	GSM311667	GSM311668	GSM311669	GSM311670	GSM311671	GSM311672	GSM311673	GSM311674	GSM311675	GSM311676	GSM311677	GSM311678	GSM311679	GSM311680	GSM311681	GSM311682	GSM311683	GSM311684	GSM311685	GSM311686	GSM311687	GSM311688	GSM311689	GSM311690	GSM311691	GSM311692	GSM311693	GSM311694	GSM311695	GSM311696	GSM311697	GSM311698	GSM311699	GSM311700	GSM311701	GSM311702	GSM311703	GSM311704	GSM311705	GSM311706	GSM311707	GSM311708	GSM311709	GSM311710	GSM311711	GSM311712	GSM311713	GSM311714	GSM311715	GSM311716	GSM311717	GSM311718	GSM311719	GSM311720	GSM311721	GSM311722	GSM311723	GSM311724	GSM311725	GSM311726	GSM311727	GSM311728	GSM311729	GSM311730	GSM311731	GSM311732	GSM311733	GSM311734	GSM311735	GSM311736	GSM311737	GSM311738	GSM311739	GSM311740	GSM311741	GSM311742	GSM311743	GSM311744	GSM311745	GSM311746	GSM311747	GSM311748	GSM311749	GSM311750	GSM311751	GSM311752	GSM311753	GSM311754	GSM311755	GSM311756	GSM311757	GSM311758	GSM311759	GSM311760
SLC25A12	8.166838	8.392052	8.255046	8.291888	8.180612	7.899822	8.474339	8.509863	8.469855	8.506368	8.886035	8.156057	8.058446	8.866861	8.596473	8.374696	8.674106	8.036277	8.602887	8.170497	8.419147	8.239933	8.032666	8.278933	8.686437	8.230848	8.049068	8.21981	7.987975	8.118609	8.36735	8.189684	7.855973	8.616318	9.046571	8.301688	8.476807	8.304276	8.043381	8.169242	7.807697	8.5647	8.263697	8.433118	8.610526	8.48385	8.164554	8.17562	8.482855	8.275722	8.19125	8.485608	8.531207	8.38684	8.727241	8.209736	8.431473	8.378154	8.302175	8.45048	8.325164	8.535825	8.192836	8.368638	8.314429	8.469975	8.244857	8.082027	8.418946	7.685883	8.622071	8.155676	8.110685	8.093832	8.541502	8.25396	8.367763	8.050722	8.193725	8.372715	8.740536	8.380702	8.777615	8.222009	7.904371	8.095303	9.448024	7.828597	8.304258	8.541662	7.962752	8.124912	8.669564	8.682533	8.102322	8.55386	8.736674	7.675867	8.351712	8.485471	8.504384	8.324911	7.70644	8.566918	8.836207	8.570607	8.529389	8.492157	8.213102	7.952339	8.227671	8.409961	7.829018	8.23877	8.443764	7.891352	8.38345	8.458386	8.248118	8.006051	8.254275	7.68081	8.136108	8.697058	8.499295	7.987533	9.553087	8.417823	8.597274	8.384493	8.37704	8.014886	8.844339	8.573485	8.006409	8.113372	8.071478	8.619095	8.469091	8.322198	8.102495	8.544485	8.343073	8.40209	8.46547	8.35763	8.363185	8.154971	8.492696	8.021547	8.790458	8.175706	8.396652	8.375964	8.189116	8.700658	8.61491	8.672628	8.440733	8.305545	8.060482	8.424003	8.73056
SLC2A5	9.11536	9.212704	9.289556	9.332122	8.612365	9.780601	9.489168	9.657715	9.936514	8.929247	9.690939	9.169421	12.606493	8.933021	9.376021	8.902304	9.131905	8.561501	9.477718	9.313849	9.479881	8.780405	8.84831	9.719004	10.875087	9.541965	8.997687	10.023396	9.548904	8.846389	8.683396	9.341687	8.717395	9.564197	9.78677	9.194942	8.980474	9.952817	8.936667	9.397984	9.02628	9.692499	9.572015	8.418578	9.682019	8.736998	9.358386	9.750099	9.690548	8.932357	9.882638	9.696108	9.564105	10.291682	9.670017	8.955453	10.041811	9.292868	9.584049	9.300588	8.599184	9.846983	8.928458	9.633642	9.699052	9.994818	9.645416	9.649448	9.683036	8.863709	9.534857	9.661956	9.927238	10.082575	9.024502	9.083142	9.395458	9.252466	8.778077	8.766878	9.8971	9.961753	10.065884	8.776645	9.258168	8.868348	10.360144	8.804084	9.775313	10.086561	8.889196	9.890113	10.359039	10.035841	9.9774	9.282525	9.395247	8.537757	8.879696	10.157116	9.865417	10.465402	8.699259	10.029244	11.066017	9.754537	10.018499	10.37952	9.312107	9.023077	9.088515	9.936321	8.817539	9.284831	9.992069	10.09795	9.558037	8.870371	9.048913	9.135135	8.484773	9.485832	10.172083	9.646448	9.144408	8.637937	10.26848	8.893216	8.541955	9.02199	9.848899	9.10341	9.593017	9.679089	8.784439	9.400915	9.376647	10.470648	8.859073	9.687052	8.792074	9.10229	10.304713	9.637632	9.557319	9.076632	10.022889	8.622283	8.948664	9.294605	9.287969	8.556881	9.653911	9.127084	8.787909	9.512928	9.711337	9.857199	9.309454	8.906398	8.707303	9.791411	8.736753
SLC36A1	8.637908	8.980994	9.174319	8.612169	9.006626	8.816113	8.466656	9.227747	8.624434	10.149665	9.207402	8.622076	8.211422	9.850307	10.023338	9.664324	9.568441	8.748466	8.873231	8.437395	8.815231	8.554485	8.922279	8.852762	9.127365	9.21119	9.28489	9.42328	9.028237	8.280213	9.102613	8.996995	8.945773	8.876796	9.800659	8.811707	9.092926	8.571041	9.521974	9.377598	8.800901	9.41818	9.241814	8.919738	9.68413	8.554072	8.844298	8.888053	8.971341	9.335953	8.775414	9.692297	8.536046	8.319942	9.590581	8.937527	9.013489	9.290687	8.851313	8.892682	8.968212	8.390903	8.640503	9.023323	8.736357	8.878431	9.140019	9.643757	8.730414	8.860631	8.96762	8.602149	9.558848	8.672834	8.367091	9.210713	9.343929	8.682809	8.798382	8.272869	8.997012	9.275262	8.572404	8.442289	9.116848	9.044289	8.928609	8.785947	8.768692	8.809555	9.375572	9.097289	9.217578	8.761269	8.837899	8.688307	8.62548	8.287806	8.516102	8.994172	9.057057	8.510258	8.102601	8.500079	8.673324	8.837235	9.83452	8.335538	8.978328	8.516342	8.494435	9.062646	8.225141	8.795	9.853759	8.392431	9.577884	8.864672	9.115114	9.910779	8.51893	8.937791	9.228091	9.634981	9.287933	8.636897	9.379194	8.375821	10.326954	9.222998	9.34736	8.600211	8.835113	8.642663	9.035287	9.411841	8.839151	8.659535	9.863133	9.166321	9.039776	8.775319	8.674837	8.375233	8.787223	9.824369	9.900545	8.624593	9.333827	8.95549	9.669958	8.606925	8.985491	9.866037	9.049635	9.751388	9.111665	9.509155	8.43692	9.324836	10.174155	8.949792	8.838237
TAF1C	8.863929	8.890553	8.844913	9.100357	8.896899	9.04235	9.178623	9.254806	9.207998	9.017769	9.404859	9.237444	8.961266	8.946035	9.115187	9.240372	9.261479	8.899267	9.159312	9.171862	9.12036	9.258134	9.038291	9.099977	9.169806	9.288756	8.80132	8.981511	8.888562	8.965952	8.959077	8.844562	9.006618	9.165766	9.483574	9.177647	9.16026	9.161698	9.292766	9.061535	8.955512	9.262259	8.833879	9.108035	9.16235	9.172568	9.193462	8.943649	9.251803	9.327032	9.168862	9.198722	9.367142	8.998399	9.18748	9.186601	9.245595	9.385795	9.208687	9.124829	9.239028	9.123254	8.852299	9.224784	9.078623	9.380014	8.938527	9.077933	9.258518	9.004732	8.97389	9.382438	8.966841	9.149733	9.060621	9.104472	8.944073	8.903645	8.81884	8.770998	9.327773	9.237481	9.556832	8.889619	8.861365	9.167286	9.298525	8.77498	8.796378	9.041628	9.255657	8.996637	8.943987	9.297077	8.968031	8.974992	9.330234	9.033217	9.122136	9.447293	9.108251	9.162481	9.273763	9.391447	9.293803	9.298884	9.110367	8.950676	8.919769	8.709115	8.990092	9.110064	9.309826	9.13393	9.579389	9.097316	9.453472	8.725345	9.11354	9.12386	8.880691	9.101134	9.194476	8.964801	8.868791	8.762909	9.002221	9.022656	9.207344	9.232938	9.305037	9.267936	9.130139	9.29905	9.183058	9.13557	9.281259	9.320518	8.976077	9.090859	8.920515	9.162314	9.300225	9.131004	9.020647	9.19861	9.228545	9.30681	9.289035	9.346905	9.099967	8.950062	9.140832	9.261612	8.815627	9.03504	8.965714	8.986864	8.97415	9.366409	8.789217	9.3208	8.921428
TCF4	8.182689	8.911935	8.512208	9.875161	8.470735	8.514557	8.926481	9.220345	9.383175	7.918205	9.058805	9.084582	12.116215	8.057845	8.306758	8.747511	8.708819	8.464322	9.421576	8.546057	9.95658	9.089396	8.700897	9.742962	10.443199	9.046683	8.183734	8.874497	10.814973	8.230711	8.598966	9.547799	8.420426	9.319397	8.672229	8.523675	8.765535	11.06223	8.193812	8.375103	8.097668	9.73433	8.144736	9.298296	8.333826	8.692534	7.855346	9.427725	8.778911	8.847648	8.020848	7.759404	9.549939	8.888771	8.320777	8.669648	9.006741	8.770884	8.858825	8.601052	8.897119	9.710618	8.333435	10.425882	10.251112	9.194351	8.82303	8.03773	9.659716	7.819434	8.260645	9.574669	9.253037	10.591369	9.218779	8.659066	8.695465	9.735289	9.906027	8.970622	9.283277	8.014196	8.853251	7.759921	8.068541	7.577515	10.473694	7.983844	8.527156	8.956258	7.9701	9.168465	10.187212	10.089519	8.033437	10.526407	9.09952	8.246166	8.759334	9.690354	10.373451	9.575091	8.206156	9.78002	9.700772	9.39329	7.878319	9.93409	9.19995	8.760928	8.683341	9.468372	9.17178	8.916434	8.464919	10.875389	9.244691	8.525763	9.067797	8.451756	8.139729	7.896345	8.388185	8.54563	8.424068	7.985942	10.447124	8.861337	10.295007	8.224702	8.481559	7.937114	8.962692	8.683897	7.490712	7.842852	9.681351	10.206149	8.099172	8.850085	8.069424	8.928089	9.479326	9.923997	9.366866	8.3628	9.206496	9.011326	9.835741	7.765453	9.093637	8.069351	8.699147	8.204943	7.7888	8.182991	9.617599	10.091911	9.386472	8.178212	8.141851	7.54231	8.818601
TMEM159	8.346425	8.227038	8.409103	8.482008	8.16121	8.562232	8.348874	8.254839	8.309832	8.173412	8.196895	8.222067	8.171199	8.219416	8.186312	8.119339	8.569437	8.420543	8.098621	8.38187	8.450767	8.297575	8.262249	8.460688	8.587919	8.232436	8.342179	8.275282	8.238839	8.371783	8.549461	8.67517	8.300416	8.832083	8.495965	8.582144	8.579441	8.159217	8.441237	8.308427	8.139239	8.367225	8.351308	8.234681	8.439829	8.654228	8.432258	8.594426	8.53235	8.487235	8.510031	8.378556	8.731357	8.478407	8.377702	8.403167	8.559207	8.323632	8.382359	8.430071	8.552291	8.366327	8.389083	8.704819	8.453225	8.528997	8.213812	8.058815	8.508714	8.309614	8.665783	8.557325	8.392739	8.205736	9.064648	8.63012	8.351984	8.331185	8.611093	8.479902	8.557555	8.308435	8.814946	8.209927	8.315273	8.412374	8.811402	8.167446	8.237158	8.657032	8.411383	8.433456	8.288045	8.64734	8.530359	8.674182	8.686212	8.338386	8.487831	8.816148	8.595951	8.433698	8.227909	8.676652	8.345878	8.75191	8.214914	8.707331	8.279483	8.59836	8.612841	8.402394	8.426956	8.582646	8.788786	8.620275	9.035256	8.557793	8.566776	8.239611	8.479789	8.48982	8.768163	8.675325	8.767715	8.651862	8.449187	8.528477	8.314525	8.600862	8.418777	8.306827	8.40837	8.299106	8.305454	8.527082	8.416948	8.431423	8.483893	8.079549	8.386214	8.244854	8.44575	8.521683	8.589144	8.369238	8.235925	8.201197	8.633387	8.09094	8.384866	8.325638	8.305692	8.282459	8.342342	8.332024	8.597705	8.549151	8.49199	8.514847	8.164079	8.308515	8.286991
TP53	8.161846	8.895515	8.073416	8.574711	9.098339	7.986043	8.775645	8.449664	8.775031	8.105396	8.677385	7.640496	7.198079	7.84725	8.16927	7.852017	9.231655	8.198268	8.203505	8.111415	8.154642	8.178747	8.545972	8.113872	8.808248	9.01493	7.911604	7.991099	7.951691	7.570918	7.546099	8.339119	7.973362	9.553802	8.977256	7.900346	9.039725	8.487601	7.704564	8.294765	7.689557	8.592159	8.136543	8.443824	9.205722	8.393099	7.537077	7.819256	9.179713	7.856047	8.852368	9.034368	7.855229	8.07649	8.412695	7.622499	7.939782	7.854363	8.398614	8.422024	8.347691	9.234174	7.497657	9.237306	8.874299	9.741062	8.187575	7.897949	9.035197	7.214786	7.567688	7.952174	7.834615	7.22084	8.973735	7.545898	7.585467	7.676597	7.69214	7.808011	9.189152	8.206823	8.841001	7.377896	7.89199	8.074367	9.101905	7.671972	8.327611	9.358601	8.414377	7.981574	7.904734	9.148638	8.136135	8.206242	9.308111	7.291616	8.550725	8.662297	8.667542	7.9757	7.274795	8.660445	8.903142	8.96703	8.063687	9.111997	7.767667	7.678333	8.823334	8.718638	7.154286	8.815257	7.799098	7.363397	8.415027	8.619237	8.269261	8.400115	7.655338	7.259924	8.305627	8.804894	8.044447	7.744915	9.243308	7.990064	9.125489	7.945626	8.751225	7.721349	9.103978	7.963346	7.764418	7.993656	7.94089	8.471581	7.940938	7.503204	8.224057	7.766684	8.368568	7.925732	7.869925	8.134183	8.116858	7.646081	7.22638	7.152484	8.473808	7.363168	8.316358	7.89077	7.669293	8.158224	8.199034	8.486689	7.868638	8.225289	8.467906	8.310246	9.219278
TRIM44	9.363101	10.471444	9.769329	10.30661	9.140512	8.801257	10.350508	10.262332	10.474608	10.300747	10.227016	9.41505	10.147402	10.290987	10.649825	10.097591	10.317798	9.654653	9.696421	9.546968	9.71446	10.108895	10.125795	10.116378	10.410573	10.900655	8.756942	9.815092	10.477575	8.898589	9.781073	10.258432	9.639002	10.0796	10.278369	9.560658	10.135215	10.826826	9.645621	9.610981	9.356652	10.975218	9.350878	10.349526	9.946723	9.470821	9.042274	9.93027	10.477315	9.573233	9.748293	9.887485	9.972866	9.860153	10.253941	10.000165	9.684863	9.60198	9.639123	9.896755	10.420214	10.406577	9.121156	10.109949	10.110348	10.496675	9.774094	9.053303	10.08759	8.685883	9.312111	9.427784	9.597579	8.692822	10.04203	9.420711	9.142754	8.976344	9.848782	9.758118	10.064666	10.127175	9.910757	8.519825	8.976109	9.439088	10.727644	8.829481	9.74636	10.028055	9.460914	9.745028	10.174476	10.394893	9.632857	10.267628	10.432858	8.949308	10.151547	9.657118	9.830344	9.564494	8.290385	10.170175	10.295489	10.31419	9.646508	9.844366	9.397204	9.329741	9.676231	9.837383	8.148805	9.926503	9.412226	9.2221	10.093183	10.242902	9.736241	9.517098	8.505793	8.888827	9.515095	10.37091	10.067522	9.118896	10.906775	8.98747	10.481084	10.22468	9.679292	8.874795	10.5355	9.571781	10.241085	9.355066	9.021483	10.037782	9.948038	9.08202	9.611744	9.654533	9.831604	9.2385	9.839723	9.649536	9.17788	9.352816	9.618731	8.877226	10.519728	8.948906	9.662774	10.399405	9.00701	10.13477	10.205271	10.390692	9.331903	9.568059	8.899704	9.710178	10.098172
TRPS1	6.99141	7.756629	7.395065	7.88268	7.485573	7.265865	7.559596	7.124985	7.087155	7.399421	7.194438	7.398712	8.045958	7.368934	7.826341	7.562377	7.281874	7.034132	7.309957	6.880491	7.32915	7.124536	7.141838	7.847561	7.922386	7.787474	7.250904	7.379536	7.716104	7.671499	7.778799	7.990123	7.40135	7.045107	7.561069	7.218403	6.853069	7.806275	7.415486	7.043909	7.38435	8.050962	6.877678	7.292357	7.222085	7.311578	7.173059	7.942817	6.968333	7.243385	7.18467	7.063563	7.342441	6.949823	7.166308	7.02303	7.217282	7.522284	7.197347	7.028789	7.041865	6.859222	7.719569	7.237764	7.108946	6.906786	7.047079	7.306055	6.925693	6.776657	7.019209	6.873518	7.006712	8.280999	7.067887	6.967775	7.621295	8.014758	7.959286	7.297292	7.270389	7.199308	7.338557	7.157878	7.078185	7.064329	8.371777	7.575688	7.118168	7.014796	7.035978	7.282316	8.410173	6.961209	7.287738	7.624784	7.191357	7.223808	7.12565	7.131544	6.951384	7.342629	7.538983	7.032691	7.276776	7.174639	7.510497	7.05782	7.694843	7.61598	7.251285	7.16021	7.375695	7.314021	7.689286	8.195937	6.876534	7.26189	7.113375	7.255309	7.394094	7.120823	6.962622	7.063823	7.677505	7.313665	7.749106	7.513062	7.088496	7.377604	7.054771	7.128759	8.329176	6.926668	8.526278	7.013822	7.359101	7.303904	7.137268	7.416787	7.453282	8.003271	7.261225	6.911106	9.115996	7.145146	7.274642	8.282332	7.497508	7.097538	7.798553	7.389654	7.061757	7.333906	7.247829	7.440629	7.22712	7.531977	7.324814	7.052022	6.712825	6.986494	7.440414
TSC2	8.096438	7.97995	8.068609	8.374638	8.454533	8.443344	8.599603	8.506634	8.538264	8.43204	8.452766	8.227985	7.918912	8.241272	8.407321	8.297768	8.493967	8.23156	8.455435	8.436852	8.479626	8.730654	8.775581	8.550545	8.569948	8.477577	8.35821	8.474416	8.255567	8.213155	8.068263	8.387937	8.560353	8.481202	8.470071	8.279158	8.236891	8.186746	8.072087	8.339	8.417769	8.424954	8.164995	8.546359	8.308407	8.738282	7.795038	8.196264	8.583369	7.712221	8.484524	8.090896	8.5017	8.33124	8.116051	7.893845	8.4405	8.178938	8.385645	8.185031	8.36081	8.747957	7.848449	8.757865	8.289689	8.777233	7.994129	8.337725	8.617474	7.971397	8.147033	8.457585	8.014189	8.153388	8.676368	7.629492	8.143419	8.104243	7.913853	8.375209	8.609296	7.986627	8.288049	7.93669	8.265627	8.313746	8.488597	8.279792	8.283497	8.348656	8.138448	8.229258	7.889175	8.588123	8.364816	8.141672	8.591006	8.120061	8.371624	8.26282	8.194018	8.388979	8.155486	8.611796	8.383153	8.218812	8.232956	8.604575	8.098249	8.035187	8.313896	8.616759	7.85428	8.586548	8.364562	8.143727	8.38468	8.34591	8.441944	8.274502	7.920911	8.172375	8.393215	8.279699	7.823493	7.949967	8.267499	7.872726	8.588982	8.355898	8.431038	8.37454	8.286958	7.943642	8.60781	8.248559	8.411139	8.050849	8.181592	8.311239	8.396037	8.405058	8.551146	8.404182	8.712329	8.129694	8.525867	8.622358	7.786498	8.119289	8.357093	8.116872	8.455437	8.077734	8.220221	8.058231	8.384901	8.46476	8.089473	8.339541	8.326971	7.997378	8.384362
TSPAN13	8.831829	10.402433	11.438414	10.249669	12.15716	9.690208	9.163088	9.555001	11.105507	8.318124	9.226612	9.327014	9.325112	8.811076	9.243621	9.280405	9.128313	8.667324	10.447825	9.255969	9.035825	12.247951	8.888927	11.089247	9.964313	10.567089	10.155785	10.850226	11.40709	10.109871	9.034021	9.888713	10.405147	9.642575	9.175453	8.851574	12.257046	11.822094	8.482219	9.752333	10.837269	10.07073	10.052448	11.386454	8.679346	10.702908	8.659838	10.348636	9.414203	9.321965	11.177215	9.144971	10.746929	10.972491	9.086083	8.713765	10.489464	8.077764	11.651484	8.874445	8.624586	11.664326	10.342945	11.385828	12.184396	9.95809	11.025881	11.524385	10.330371	10.079275	8.684654	8.905471	9.78167	9.883776	8.814822	9.52523	8.560613	10.005357	11.387228	11.513758	8.755247	9.143109	10.708907	8.427912	10.530798	8.563784	10.629579	10.327272	11.331853	11.842244	8.373752	11.099296	10.917629	10.053785	10.680061	11.916511	9.824499	8.819352	9.092287	9.679948	10.383753	12.029101	9.832242	10.503115	9.727984	10.809443	8.707014	9.8113	11.316191	10.455735	11.737899	11.695877	9.519385	10.534592	8.996722	9.766417	8.707796	8.663361	10.171306	11.333585	9.384467	8.520732	12.017554	9.073847	9.847661	10.681342	10.370861	10.064094	8.125709	9.18571	8.7343	8.671852	11.355555	9.834617	9.620143	8.431148	9.526638	9.845098	7.991686	9.340406	11.414414	9.61705	8.741021	10.414411	12.05551	8.848818	8.563251	11.048118	10.859804	9.12395	9.224572	9.857407	10.138931	9.460186	8.930141	8.462722	9.904791	9.674385	10.345434	8.547874	11.996816	11.472134	11.108929
ULK1	9.102233	8.965713	8.875117	9.095999	9.550018	9.625544	9.41266	9.512002	9.045354	9.240757	9.262554	10.021184	10.078329	9.592472	9.484084	9.645776	9.734571	9.474193	9.305386	9.97475	9.975471	9.506087	9.41421	9.606955	9.154814	9.31914	9.702896	10.122509	9.568924	9.246457	9.784099	9.244629	9.618172	9.335068	9.940232	9.321789	8.980955	9.268679	9.675154	9.375545	10.465129	9.845293	9.263404	9.370245	9.663301	9.83667	9.471549	9.334834	9.826073	9.107227	9.605884	9.377442	9.590723	9.222703	9.311476	9.618914	9.395456	9.770803	9.310314	9.143428	9.493962	9.513997	8.948083	9.884872	9.029991	9.921897	8.895942	9.891981	9.624007	9.924521	10.29805	10.013537	9.256953	10.236647	9.53668	9.642856	9.151142	10.064435	9.39597	8.901393	9.338246	8.896293	9.202822	9.537098	9.602417	9.85361	9.825223	9.79857	9.514842	9.072161	9.550652	9.575931	8.803578	9.760754	9.493282	9.549812	9.662688	9.405305	9.320225	10.296016	9.581788	9.334232	9.485683	10.030728	9.280001	9.299902	10.105022	9.19145	9.051356	9.096477	8.6167	9.502454	9.985014	10.008183	10.715877	10.644965	10.54712	9.328805	9.641121	9.759418	9.176114	9.98075	9.156732	9.435497	9.097795	9.064142	9.211215	9.116718	9.721981	9.430747	9.852714	9.754871	9.000871	9.651865	9.346239	10.12396	10.044779	9.36305	9.620751	10.117028	8.769771	10.055657	9.466909	9.619592	9.603348	10.219951	10.78273	9.914854	9.863663	10.384818	9.538472	9.21532	9.641819	9.548036	9.082547	9.507382	9.614389	9.538395	9.45176	9.360526	9.373916	9.429834	8.863807
VAV3	8.580216	9.088417	8.72351	9.395141	8.37061	8.747117	8.923995	9.0174	9.389281	9.124325	9.012554	9.211394	10.177025	9.076204	9.386667	9.482265	9.106911	8.302526	9.15775	8.963418	10.339314	9.031782	8.991845	9.096548	9.745911	9.99167	8.6325	9.152784	9.244593	9.015635	8.449372	8.874818	8.699476	8.556959	9.518593	8.862211	8.826109	9.61608	8.809833	8.888257	8.769912	9.571856	8.134708	9.750218	8.990325	9.389569	8.844571	9.26116	9.708474	9.581624	8.765777	9.141621	9.289223	9.269187	9.05405	9.302805	8.869065	8.44407	8.454873	8.820729	9.27164	8.944419	8.865522	9.840001	9.426072	9.151284	8.524603	8.660657	9.542559	8.39429	9.526374	9.494666	9.323567	8.540229	9.218128	9.646178	8.358666	9.026481	9.831868	8.515316	9.883422	8.146883	9.160776	8.419684	8.574599	8.624269	10.457263	8.314931	8.66022	8.597857	7.797179	8.859908	9.800146	9.654551	8.280383	9.291182	9.473491	8.808446	9.544499	9.04205	9.431255	9.192548	8.333162	9.807747	9.518422	9.162629	8.853296	9.745073	8.899581	8.735405	8.619346	9.609647	8.324259	9.147474	10.560825	9.26019	11.037745	9.178496	9.143944	8.499159	8.160799	8.792823	8.716994	9.737696	8.8983	8.645634	9.919974	9.020278	8.544231	9.074974	8.59195	8.609007	9.502089	8.642951	9.057511	8.670289	9.399707	9.516947	8.856104	9.502296	8.413294	10.122863	8.879932	9.207673	9.026749	8.774023	9.322047	9.323993	10.19281	8.989729	9.240457	8.033811	9.058756	9.299271	8.504358	9.562317	9.37169	10.023806	9.11371	9.071889	8.164695	8.475534	9.049919
